case_id,card_id
CC-5380,C00071-K1
CC-5381,C06147-K2
CC-5382,C04655-K1
CC-5383,C03786-K1
CC-5384,C02780-K2
CC-5385,C12987-K1
CC-5386,C08363-K1
CC-5387,C01966-K1
CC-5388,C10114-K1
CC-5389,C01109-K2
CC-5390,C06764-K2
CC-5391,C06962-K2
CC-5392,C05654-K1
CC-5393,C04248-K2
CC-5394,C02716-K2
CC-5395,C10349-K1
CC-5396,C13429-K1
CC-5397,C00693-K1
CC-5398,C06130-K1
CC-5399,C11787-K1
CC-5400,C11597-K2
CC-5401,C07196-K2
CC-5402,C04096-K2
CC-5403,C11866-K1
CC-5404,C11595-K1
CC-5405,C12111-K1
CC-5406,C03778-K1
CC-5407,C12470-K1
CC-5408,C03218-K2
CC-5409,C09424-K1
CC-5410,C04108-K2
CC-5411,C10712-K1
CC-5412,C01040-K2
CC-5413,C13328-K1
CC-5414,C06988-K1
CC-5415,C06464-K1
CC-5416,C12028-K2
CC-5417,C01525-K2
CC-5418,C09800-K2
CC-5419,C07212-K2
CC-5420,C06903-K1
CC-5421,C11844-K2
CC-5422,C09997-K1
CC-5423,C11656-K1
CC-5424,C11265-K1
CC-5425,C01119-K2
CC-5426,C07944-K1
CC-5427,C09471-K2
CC-5428,C13478-K1
CC-5429,C04285-K1
CC-5430,C06224-K2
CC-5431,C00750-K2
CC-5432,C06630-K2
CC-5433,C03341-K2
CC-5434,C04034-K2
CC-5435,C12283-K1
CC-5436,C12525-K1
CC-5437,C12094-K2
CC-5438,C04828-K2
CC-5439,C00426-K2
CC-5440,C09094-K1
CC-5441,C02354-K2
CC-5442,C03019-K2
CC-5443,C02502-K2
CC-5444,C12057-K1
CC-5445,C02000-K2
CC-5446,C08412-K1
CC-5447,C10837-K2
CC-5448,C05530-K2
CC-5449,C10855-K1
CC-5450,C07437-K1
CC-5451,C03095-K2
CC-5452,C00998-K1
CC-5453,C01154-K1
CC-5454,C10862-K1
CC-5455,C09873-K1
CC-5456,C01934-K1
CC-5457,C06708-K2
CC-5458,C09068-K1
CC-5459,C06130-K1
CC-5460,C09445-K1
CC-5461,C00294-K2
CC-5462,C12865-K1
CC-5463,C02342-K1
CC-5464,C02902-K2
CC-5465,C08755-K2
CC-5466,C10507-K2
CC-5467,C00728-K2
CC-5468,C04556-K1
CC-5469,C09241-K2
CC-5470,C13440-K2
CC-5471,C06598-K1
CC-5472,C09779-K1
CC-5473,C10127-K2
CC-5474,C06906-K1
CC-5475,C07518-K2
CC-5476,C00605-K1
CC-5477,C03278-K2
CC-5478,C07648-K2
CC-5479,C11709-K2
CC-5480,C09165-K2
CC-5481,C07466-K2
CC-5482,C09354-K1
CC-5483,C02250-K2
CC-5484,C00583-K1
CC-5485,C11204-K1
CC-5486,C10320-K1
CC-5487,C04665-K1
CC-5488,C03575-K2
CC-5489,C06962-K2
CC-5490,C08945-K2
CC-5491,C11807-K1
CC-5492,C09442-K1
CC-5493,C07220-K1
CC-5494,C09365-K2
CC-5495,C12690-K2
CC-5496,C00452-K2
CC-5497,C09119-K1
CC-5498,C03047-K2
CC-5499,C12028-K2
CC-5500,C12397-K1
CC-5501,C12136-K2
CC-5502,C11543-K2
CC-5503,C09855-K2
CC-5504,C06215-K1
CC-5505,C11000-K2
CC-5506,C04132-K1
CC-5507,C06942-K2
CC-5508,C02332-K1
CC-5509,C12166-K2
CC-5510,C03645-K1
CC-5511,C10114-K1
CC-5512,C01828-K2
CC-5513,C06464-K1
CC-5514,C08363-K1
CC-5515,C07204-K1
CC-5516,C00768-K2
CC-5517,C08635-K1
CC-5518,C13190-K2
CC-5519,C04386-K1
CC-5520,C06899-K1
CC-5521,C09933-K2
CC-5522,C07858-K2
CC-5523,C04352-K1
CC-5524,C02702-K2
CC-5525,C05307-K2
CC-5526,C13364-K1
CC-5527,C10979-K1
CC-5528,C08226-K1
CC-5529,C12987-K1
CC-5530,C04172-K2
CC-5531,C11702-K1
CC-5532,C07212-K2
CC-5533,C07247-K1
CC-5534,C08746-K1
CC-5535,C06663-K2
CC-5536,C08962-K2
CC-5537,C13064-K1
CC-5538,C05062-K2
CC-5539,C07508-K2
CC-5540,C03256-K1
CC-5541,C04597-K2
CC-5542,C10760-K2
CC-5543,C01119-K2
CC-5544,C06764-K2
CC-5545,C08989-K2
CC-5546,C12103-K1
CC-5547,C02573-K2
CC-5548,C13454-K1
CC-5549,C10644-K1
CC-5550,C00866-K1
CC-5551,C03200-K1
CC-5552,C11597-K2
CC-5553,C00426-K2
CC-5554,C06903-K1
CC-5555,C11852-K1
CC-5556,C08761-K1
CC-5557,C07612-K1
CC-5558,C02354-K2
CC-5559,C01109-K2
CC-5560,C08528-K1
CC-5561,C11690-K1
CC-5562,C05551-K2
CC-5563,C09454-K1
CC-5564,C06185-K1
CC-5565,C03474-K1
