device_key,device_info,os,browser,screen,is_new_flag
cfd084aee933,iOS Device,iOS 11.2.1,mobile safari generic,1334x750,New
52490536dd0a,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,2961x1442,Found
ba83ddc29afe,E6853,,chrome 63.0 for android,,New
8ca1bdb1ed17,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,2961x1442,Found
71b3831b9508,Moto Z (2,Android 7.1.1,chrome generic,2560x1440,Found
c85b57e64370,SM-G950U Build/NRD90M,Android 7.0,chrome 63.0 for android,2220x1080,New
4c40ddc46330,F3113 Build/33.3.A.1.97,,chrome 63.0 for android,,Found
411c29579109,LGMP450 Build/NRD90U,Android 7.0,chrome 63.0 for android,1920x1080,New
851ec398905b,iOS Device,iOS 11.1.2,mobile safari generic,1334x750,New
a66d5affc47d,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 63.0 for android,2560x1440,Found
61c284d02235,SM-G925V Build/NRD90M,Android 7.0,chrome 61.0 for android,2560x1440,Found
8aca5645edc4,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,New
02acfff312a8,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242,New
4856f8b87a58,,Android,chrome 62.0,2560x1440,Found
c6278670ac78,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,,Found
c6ba531e6fc6,LG-H910 Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,Found
7f243f6e402f,Windows,Windows 7,chrome 63.0,1920x1080,New
58958f8135e3,,Android,chrome 62.0,2560x1440,Found
ebc87e3fdf4c,0PM92,Android 6.0.1,chrome 46.0 for android,1280x720,New
a4c4ce2136b5,SM-G950U Build/NRD90M,Android 7.0,chrome 63.0 for android,2220x1080,New
1b3aacc0e921,,Android,chrome 62.0,2560x1440,Found
2c4022ed5f93,iOS Device,iOS 11.2.1,mobile safari 11.0,2001x1125,New
156e764d978d,,Android,chrome 62.0,2560x1440,Found
03ee8c24be54,SM-G950U Build/NRD90M,,chrome 63.0 for android,,New
fd68ff57a3b4,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 63.0 for android,,Found
9ec0e785bf09,Moto X Play Build/NPD26.48-24-1,,chrome 57.0 for android,,Found
248096dfaf09,SM-J320M Build/LMY47V,,chrome 63.0 for android,,New
2fd26a503a1a,SM-G930T Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,Found
b3863e65b822,LG-H840 Build/NRD90U,,chrome 63.0 for android,,New
3fd5d5e66687,SM-G950U Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
8ad84aaea106,Moto X Play Build/NPD26.48-24-1,,chrome 57.0 for android,,Found
9b78436f3758,Moto X Play Build/NPD26.48-24-1,,chrome 57.0 for android,,Found
4fe60aa0cf8f,SM-T280 Build/LMY47V,Android 5.1.1,chrome 63.0 for android,,Found
65ad4122b38a,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,New
2f5eb53a4dce,Moto X Play Build/NPD26.48-24-1,,chrome 57.0 for android,,Found
1906447e3760,iOS Device,iOS 11.1.0,mobile safari 11.0,1334x750,New
1ee175760e35,SM-G900V Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080,New
db6672746959,LG-D693n Build/LRX22G,,chrome 59.0 for android,,Found
8d4008bcca6a,iOS Device,iOS 11.2.1,mobile safari 11.0,2436x1125,New
097f91a4c845,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
bd64dd370b01,S57 Build/KTU84P,,chrome 63.0 for android,,New
5f19118e165e,SM-G930W8 Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,New
f39280320571,,Android,chrome 62.0,2560x1440,Found
e0d24a01895c,Moto X Play Build/NPD26.48-24-1,,chrome 63.0 for android,,New
aa94f14c1e9e,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,Found
bdaa460d9654,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,,Found
6c1b6845322f,XT1650 Build/NCLS26.118-23-13-3,Android 7.1.1,chrome 63.0 for android,2560x1440,Found
e7a913ed63c3,Lenovo A2016b30 Build/MRA58K,,chrome 50.0 for android,,New
0305bdb8c3f3,SM-N915V,,chrome 57.0 for android,,New
d28a07e1c425,iOS Device,iOS 11.1.2,mobile safari 11.0,1136x640,New
dce938d8e4d9,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,New
573ff6620249,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242,Found
4cd00d26c3f3,SAMSUNG-SM-J327A Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,Found
b10ffc12a8aa,SM-G935V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,New
2b5ee8b838a9,SM-G935V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,Unknown
9914967bfd3d,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242,Found
de798fe90d3f,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,,Found
374318035b27,iOS Device,iOS 11.2.1,mobile safari 11.0,2436x1125,New
8f4dde4438e5,BOIE9,Windows 7,ie 11.0 for desktop,1680x1050,New
a328c2bbfc62,iOS Device,iOS 11.1.1,mobile safari generic,2048x1536,New
33dbb8b4d52d,LG-V410,,chrome 62.0 for android,,New
0ecc9767d774,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242,Found
ec05772080fb,iOS Device,iOS 11.1.2,mobile safari 11.0,2001x1125,New
f51b8f95460d,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,Found
19d8c527ac46,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242,New
8b0d5db94745,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
f7347d3b58e3,SAMSUNG,Android 7.0,samsung browser 6.2,,New
f1d1e4b83252,SM-A300H Build/LRX22G,,chrome 63.0 for android,,New
1e8dbc2dc275,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
58211d164ee8,VS988 Build/NRD90U,Android 7.0,chrome 63.0 for android,2672x1440,New
afe861b98056,LG-K580 Build/MRA58K,,chrome 63.0 for android,,New
4f7bafbebc9c,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
1127eca3df8c,Blade V6 Build/LRX22G,,chrome 63.0 for android,,Found
21ce40f63d95,E6853 Build/32.4.A.1.54,,chrome 62.0 for android,,Found
c2cacc17f1cb,BLADE V8 SE Build/NRD90M,,chrome 63.0 for android,,New
5490a19c082b,SM-J700M Build/MMB29K,,chrome 63.0 for android,,Found
24ed1f7b3e38,iOS Device,iOS 11.1.2,mobile safari generic,2436x1125,Found
e1b01c91716b,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
5919e0f5cf38,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,Found
c153978fa6e6,SAMSUNG SM-G925T Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,New
7fcbe26d6852,Blade V6 Build/LRX22G,,chrome 63.0 for android,,Found
1c639d3b3865,SAMSUNG,Android 7.0,samsung browser 6.2,,Found
09fc61e0d414,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
eabde3dc9fcb,CAM-L03 Build/HUAWEICAM-L03,,chrome 63.0 for android,,Found
1d2203e61217,Moto X Play Build/NPD26.48-24-1,,chrome 57.0 for android,,Found
f9f62493b5fa,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
e1714660d0e9,SM-G532M Build/MMB29T,,chrome 63.0 for android,,New
14b97f35bd79,LG-H542 Build/MRA58K,,chrome 61.0 for android,,New
5b548301aced,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
4f546cf0cfb9,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
2b819680484a,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
538861fc81e5,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
e9fffeb6fe13,SM-J727T1 Build/NRD90M,,chrome 63.0 for android,,New
3456abdba7f8,SM-J700M Build/MMB29K,,chrome 55.0 for android,,New
a812b24ffdd6,LG-H870 Build/NRD90U,,chrome 63.0 for android,,Unknown
7baba59ae8f8,Blade A475 Build/LMY47D,,chrome 52.0 for android,,New
55f284712b4d,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
95a65f1f05af,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.2,,New
619aad099ac6,SM-N950U Build/NMF26X,Android 7.1.1,android webview 4.0,,New
b37d3b01db91,SM-J730GM Build/NRD90M,,chrome 63.0 for android,,New
fa1e398d1cd4,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
f9a72f5f21c5,SM-G930V Build/NRD90M,,chrome 63.0 for android,,New
ec3c4a48ee57,Moto G (5) Plus Build/NPN25.137-72,,chrome generic,,New
277105a945a2,F5121 Build/34.3.A.0.238,,chrome 63.0 for android,,Found
df37bd2bbf1b,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
a1ab3e9ac7cc,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,New
de6a1db2c31f,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
019b45e80b1f,SM-J320M Build/LMY47V,,chrome 63.0 for android,,Found
3d01a324707b,SM-G950U Build/NRD90M,Android 7.0,chrome 63.0 for android,2960x1440,New
526f6f05b21b,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
872f819ba53f,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,Found
bf33c50a1205,SM-G920F Build/NRD90M,,chrome 63.0 for android,,Found
c81c91cebcad,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,Found
c7ba054d15c2,Trident/7.0,,ie 11.0 for desktop,,New
60ccf1c3de92,SM-G935V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,New
9baaec2ca466,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
c744df35df7c,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536,New
3d954bb5b5f4,LG-H870 Build/NRD90U,,other,,New
4c54cd4356d3,iOS Device,iOS 11.2.0,mobile safari 11.0,2208x1242,New
9c0703e74eeb,Windows,Windows 10,chrome 63.0,1920x1080,Found
022272ec82b1,XT1053 Build/LPAS23.12-21.7-1,,chrome,,Found
7c9bf74be930,Hisense U963 Build/MRA58K,,chrome 63.0 for android,,New
7d759b586ffc,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,2220x1080,New
1ca9e82627bc,Blade V6 Build/LRX22G,,chrome 63.0 for android,,Found
c461c984836d,iOS Device,iOS 11.2.0,mobile safari 11.0,2208x1242,New
f0f97702f55b,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 63.0 for android,1280x800,New
7f86238d8fa1,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242,New
cc5b4fd21de5,5015A Build/LMY47I,,chrome 59.0 for android,,Found
966ef49975b7,KFMEWI,Android 5.1.1,chrome generic,,New
e3677bd9fed8,iOS Device,iOS 11.0.3,mobile safari 11.0,1334x750,New
dc8c1e471a2a,SAMSUNG SM-G920A Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,New
64f7f053f4b6,SAMSUNG,Android 7.0,samsung browser 6.2,,Found
01a2e7eca788,BAC-L03 Build/HUAWEIBAC-L03,,chrome 63.0 for android,,New
63ab4df91b12,XT1254 Build/MCG24.251-5-5,Android 6.0.1,chrome 63.0 for android,2560x1440,Found
9bec39f091b8,iOS Device,iOS 11.2.1,mobile safari generic,1136x640,Found
0ac252639254,LG-K580 Build/MRA58K,,chrome 63.0 for android,,New
9a21e547876b,SM-G930V Build/MMB29M,Android 6.0.1,chrome 60.0 for android,2560x1440,Found
020cafb7217a,SM-G955U Build/NRD90M,Android 7.0,chrome 60.0 for android,,New
768ae272641b,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
d8c83feae607,SM-G531H Build/LMY48B,,chrome 62.0 for android,,Found
46c7fc8a9697,SM-G955U1 Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
6647ed35391e,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
77471212924a,ONEPLUS,Android 7.1.1,chrome 59.0 for android,1920x1080,New
2aa57f0b6b01,iOS Device,iOS 11.2.1,mobile safari generic,1136x640,New
3c3f3ba0d4c6,SM-J700M Build/MMB29K,,chrome 63.0 for android,,New
04a3cc0dd372,SM-G930V Build/MMB29M,Android 6.0.1,chrome 60.0 for android,2560x1440,Found
868d43f1ffa0,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,,Found
361e10bfdbef,SM-G531H Build/LMY48B,,chrome 61.0 for android,,New
f72bc09aa298,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,Found
3207ac579c06,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,New
a18dccb4bc99,SM-G930V Build/NRD90M,Android 7.0,chrome 60.0 for android,1920x1080,New
95722a7dd78f,LG-K550 Build/NRD90U,Android 7.0,chrome 59.0 for android,1280x720,New
993b1477a25c,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
c789486e15dd,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
696a7bc240f9,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,New
d989e86d83e4,5049W Build/NRD90M,Android 7.0,chrome 56.0 for android,1280x720,New
0d4281028af5,es-mx,,chrome generic,,New
d301cbaa6a13,SM-G935U,Android 7.0,chrome 63.0 for android,1920x1080,New
f14e77f291f6,SM-G935W8,Android 7.0,chrome 63.0 for android,1920x1080,Unknown
fd59282deb3a,SM-G360V Build/LMY48B,Android 5.1.1,chrome 63.0 for android,801x480,New
800ea1a4ea75,SM-J320M Build/LMY47V,,chrome 63.0 for android,,New
d965d0f9c309,XT1021 Build/KXC21.5-40,,chrome 57.0 for android,,New
fb2b4ecf2ea2,SM-G935P Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,New
e17a26f1fbf7,SM-T377T,Android 7.1.1,chrome 61.0 for android,,New
0087cc876f69,SM-G935V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,New
8d8212eb9a8b,LG-D320 Build/KOT49I.V10a,,chrome 63.0 for android,,New
5d6d06209083,BLU,,chrome 60.0 for android,,New
c82e16bfa1b2,SGH-I317M,,chrome 63.0 for android,,Found
8ca439f3ca26,SAMSUNG-SM-T337A Build/LMY47X,Android 5.1.1,other,,New
136df7c32a75,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242,New
3102d87bbb96,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242,Found
6fe20032c0e1,SM-S727VL Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1280x720,New
e5814bb757c4,SM-G531H Build/LMY48B,,chrome 59.0 for android,,New
2cced45bba0d,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,New
a70821c4f069,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,,New
4250b1b28ecc,LGMP450 Build/NRD90U,Android 7.0,chrome 62.0 for android,1920x1080,Found
955cd419164c,SM-G610M Build/MMB29K,,chrome 63.0 for android,,New
230e7c16a632,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,New
a7e7753991b1,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,Found
10766a70825e,Lenovo A2016b30 Build/MRA58K,,chrome 63.0 for android,,New
65d289bb6c93,SM-S727VL Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1280x720,Found
43e796b2d0ec,SM-N950U Build/NMF26X,,chrome 63.0 for android,,New
4bd091206b0a,Lenovo A6020l37 Build/LMY47V,,chrome 63.0 for android,,New
947eff7278c3,XT1021 Build/KXC21.5-40,,chrome 57.0 for android,,Found
7189217b9269,SM-G531H Build/LMY48B,,chrome,,New
21d6e93f28dc,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 6.2,,Found
4f3772b4fcba,4013M Build/KOT49H,,chrome,,New
ac8309972f44,LG-K410 Build/LRX22G,,chrome 63.0 for android,,Found
b47f40ee6351,5010G Build/MRA58K,,chrome 63.0 for android,,Found
1d092b9d110b,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
b02a59e95b0d,SGH-I317M,,chrome 63.0 for android,,Found
4e2ba9170080,SAMSUNG SM-J327P Build/MMB29M,Android 6.0.1,samsung browser 6.2,1280x720,New
6f5efc8f2505,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 6.2,,Found
8d724cc902dc,LG-K410 Build/LRX22G,,chrome 63.0 for android,,Found
d4570aebdb83,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,New
29c7bc085262,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome generic,,New
12b1c8cb29c3,SM-J700M Build/MMB29K,,chrome 63.0 for android,,Found
6accb07b645a,SM-T817V Build/NRD90M,Android 7.0,chrome 63.0 for android,2048x1536,New
28c64621a3d3,F3313,,chrome 63.0 for android,,New
770a47be0e31,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,Found
147cc8e58389,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,Found
724c2893d979,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,,New
24a987e18d40,Moto Z2 Play Build/NPSS26.118-19-11,,chrome 63.0 for android,,Found
bd323920a709,SM-G920V Build/MMB29K,Android 6.0.1,chrome 63.0 for android,2560x1440,Found
da8169d5e323,Moto Z2 Play Build/NPSS26.118-19-11,,chrome 63.0 for android,,Found
7439e8ed5cf7,SM-J500M Build/LMY48B,,chrome 62.0 for android,,New
4a5096d1d111,iOS Device,iOS 11.0.3,mobile safari 11.0,1334x750,New
751911764d91,SM-G950F Build/NRD90M,,chrome 63.0 for android,,Found
3dbf6e886dd6,SM-G950F Build/NRD90M,,chrome 63.0 for android,,Found
c7ae6dc2ebed,SM-G950F Build/NRD90M,,chrome 63.0 for android,,New
c83e976a5876,Moto Z2 Play Build/NPSS26.118-19-11,,chrome 63.0 for android,,Found
15d709e7b124,SM-T817V Build/NRD90M,Android 7.0,chrome 63.0 for android,2048x1536,Found
809c919d3b57,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242,New
cebe1f405c6d,SM-T817V Build/NRD90M,Android 7.0,chrome 63.0 for android,2048x1536,Found
5a92372c8295,LG-E450f,,chrome 62.0 for android,,New
3115fb2f0c89,BBB100-1,Android 7.1.1,chrome 63.0 for android,,New
66c54af91390,SM-J730GM Build/NRD90M,,chrome 62.0 for android,,New
715ff98b3e79,LG-LS997 Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,Found
2bfc0d913b78,iOS Device,iOS 11.1.0,mobile safari 11.0,1334x750,New
57121931dd4d,LG-E450f,,chrome 62.0 for android,,Found
91d2afb3b549,LG-LS997 Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,New
74988a90dc37,Android 5.1,,other,,New
dcfdbbb259d3,D5106,,chrome 62.0 for android,,Found
903af2589632,Beat,Android,android browser 4.0,,New
1c11a9bb3063,SAMSUNG SM-J510MN Build/MMB29M,,samsung browser 5.4,,New
7be800d9bd5c,es-us,,chrome generic,,Found
0fb705adbb08,M4 SS4452 Build/LMY47V,,chrome 46.0 for android,,New
b4f476331612,SM-G531H Build/LMY48B,,chrome 50.0 for android,,Found
e6c174daba07,AX920,,chrome 63.0 for android,,New
a2e00423e1b9,GT-I9060L Build/JDQ39,,chrome 62.0 for android,,New
93b854162aab,SM-G531H Build/LMY48B,,chrome 50.0 for android,,Found
7353c4059a2e,Moto G Play Build/MPIS24.241-15.3-26,,chrome 63.0 for android,,Found
9ffc468720be,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 63.0 for android,,New
6ccb2051a505,SM-G950U1 Build/NRD90M,Android 7.0,chrome 63.0 for android,2220x1080,New
21f240ecfc4d,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
6901fce77764,LG-X240 Build/MRA58K,,chrome 63.0 for android,,New
76b90b6e44b9,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,,Found
9874394cbdcc,E5506 Build/29.1.A.0.101,,chrome 63.0 for android,,New
24a7e86465ed,SM-G610M Build/MMB29K,,chrome 63.0 for android,,New
a8e43dec29b9,XT1635-02 Build/NPN26.118-22-2,,chrome 63.0 for android,,New
feae8abf5922,iOS Device,iOS 11.2.1,mobile safari 11.0,2436x1125,New
2cff0255633b,5010G Build/MRA58K,,chrome 63.0 for android,,New
b9462b4c5d8b,SM-J120H Build/LMY47V,,chrome 62.0 for android,,Found
41e92f1ded94,Moto G (5) Build/NPP25.137-38,,chrome generic,,New
d72e85ff8b85,SM-J111M Build/LMY47V,,chrome 62.0 for android,,New
363b51b243d7,SM-J320M Build/LMY47V,,chrome 63.0 for android,,Found
77a1150e1dee,SM-T813 Build/NRD90M,,chrome 63.0 for android,,New
cfb04033c0b5,SM-J320M Build/LMY47V,,chrome 63.0 for android,,Found
cc22f80cffdb,Moto,Android 6.0.1,chrome 63.0 for android,1280x720,New
c882c3e584d1,ALE-L23 Build/HuaweiALE-L23,,chrome 63.0 for android,,New
fac94c48f3a9,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,Found
f19bd2239329,SM-G950F Build/NRD90M,,chrome 61.0 for android,,Found
5fea436b74ce,SM-J320M Build/LMY47V,,chrome 63.0 for android,,Found
7e8f12bf9955,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,Found
05fa8c88d0b3,SM-G950F Build/NRD90M,,chrome 61.0 for android,,Found
260883a6f481,SM-A520F Build/NRD90M,,chrome 63.0 for android,,New
51786900ab62,SM-G950F Build/NRD90M,,chrome 61.0 for android,,Found
3df8c8bf22ac,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,Found
c05b543db2e9,SM-A300H Build/LRX22G,,chrome 63.0 for android,,Found
7938700a747a,SM-G950F Build/NRD90M,,chrome 61.0 for android,,Found
798cabc4f272,,Linux,chrome 63.0,1920x1080,Found
18b0ee4b850f,SM-A300H Build/LRX22G,,chrome 63.0 for android,,New
4ccd66019dab,A0001 Build/MHC19Q,Android 6.0.1,chrome 62.0 for android,1920x1080,New
8c6c35a77b20,Moto G Play Build/MPIS24.241-15.3-7,,chrome 63.0 for android,,Found
01eac9ee3f74,Moto G Play Build/MPIS24.241-15.3-7,,chrome 63.0 for android,,Found
3502a3d88322,SM-G925I Build/NRD90M,,chrome 62.0 for android,,Found
4917b476e97f,SM-G928T Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
c823ce290ea0,SM-G920I Build/NRD90M,,chrome 63.0 for android,,New
5880768d553b,Moto G Play Build/MPIS24.241-15.3-7,,chrome 63.0 for android,,Found
fd90c9ab41de,HUAWEI NXT-L09 Build/HUAWEINXT-L09,,chrome 63.0 for android,,New
3ad650ec5067,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242,Found
8bf709aeba9b,Y635-L03 Build/HuaweiY635-L03,,chrome 63.0 for android,,New
309383a95e0c,SM-G925I Build/NRD90M,,chrome 62.0 for android,,Found
896e84924bee,SM-N950U Build/NMF26X,,chrome 63.0 for android,,New
84107b400a3e,Moto,,chrome 63.0 for android,,Found
921d4060ba80,Blade V6 Plus Build/MRA58K,,chrome 63.0 for android,,Found
9e0d0b833ca6,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242,Found
67b44d534cc5,SM-G531H Build/LMY48B,,chrome 63.0 for android,,New
4f3b60b5de35,SM-T807T,Android 4.4.2,chrome 63.0 for android,2560x1600,New
f9daf40c1e88,Blade V6 Plus Build/MRA58K,,chrome 63.0 for android,,Found
6ba3662e94d0,Blade V6 Plus Build/MRA58K,,chrome 63.0 for android,,Found
9b6b014ee39b,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242,Found
e65f3ed8d280,Pixel 2 XL Build/OPM1.171019.011,Android 8.1.0,chrome 63.0 for android,,New
def067f29f3a,SAMSUNG-SM-N920A Build/NRD90M,Android 7.0,chrome 63.0 for android,,Found
80635269f8f6,SM-T817T,Android 7.0,chrome 63.0 for android,2048x1536,Found
211cfa9fd62e,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242,Found
e726280ca22c,LG-LS993 Build/NRD90U,Android 7.0,chrome 63.0 for android,2672x1440,New
bc6a215599de,SAMSUNG SM-G935T Build/NRD90M,Android 7.0,samsung browser 5.4,1920x1080,New
fe153831e509,SM-G925V Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,New
e6fcddb93e56,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 63.0 for android,,New
cf97eccc7d01,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.2,,Found
e6f7f8a87178,SM-G550T2,Android 6.0.1,chrome 56.0 for android,1280x720,Unknown
c6de916ba76d,ALE-L21 Build/HuaweiALE-L21,,chrome 63.0 for android,,Found
0b324639ffa3,SM-G935F Build/NRD90M,,chrome 63.0 for android,,New
942ab58cad73,SM-G935F Build/NRD90M,,chrome 63.0 for android,,New
fda9aa171f5f,iOS Device,iOS 11.2.1,mobile safari 11.0,2436x1125,Found
1f10bea8f240,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.2,,Found
19487455cc67,SM-G920T Build/NRD90M,Android 7.0,chrome 60.0 for android,2560x1440,New
0eb46ed6d596,iOS Device,iOS 11.2.1,mobile safari 11.0,1136x640,Found
9a9b7f07c62e,SM-N920V Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
0b101eb5d528,BLADE V8 SE Build/NRD90M,,chrome 55.0 for android,,New
a943c58dda2d,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
f721d3130d43,iOS Device,iOS 11.2.1,mobile safari generic,2436x1125,Found
b3ef037eb882,SM-G930V Build/MMB29M,Android 6.0.1,chrome 60.0 for android,2560x1440,New
e9dc36a35e2f,SM-G920P Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,New
3755f90a5437,SM-G930V Build/MMB29M,Android 6.0.1,chrome 60.0 for android,2560x1440,Found
65dc3d628639,SM-N920V Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
668e4ea286d9,SM-G935T Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,New
e46c41a8d520,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750,New
7a9f544eea47,SM-G930V Build/MMB29M,Android 6.0.1,chrome 60.0 for android,2560x1440,Found
b1364ab6d9ea,F5321,Android 7.1.1,chrome 63.0 for android,1280x720,New
6fff8aadfe4d,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,2960x1440,Unknown
325f6f0ec31b,Linux i686,Linux,firefox 47.0,1440x900,New
