card_id,card_network,card_type
C09905-K1,visa,debit
C09905-K2,visa,debit
C05240-K1,visa,debit
C08652-K1,mastercard,debit
C02391-K1,visa,debit
C09146-K1,visa,debit
C08887-K1,visa,debit
C13306-K1,mastercard,debit
C00637-K1,visa,debit
C05253-K1,mastercard,debit
C04124-K1,visa,debit
C09207-K1,visa,debit
C01459-K1,visa,debit
C02879-K1,visa,debit
C10547-K1,mastercard,debit
C05103-K1,mastercard,debit
C01718-K1,visa,debit
C03346-K1,visa,debit
C01549-K1,mastercard,debit
C01549-K2,mastercard,credit
C11419-K1,visa,debit
C07552-K1,visa,debit
C09104-K1,visa,credit
C13249-K1,visa,debit
C01317-K1,mastercard,debit
C01604-K1,mastercard,debit
C09292-K1,mastercard,credit
C09292-K2,mastercard,credit
C09292-K3,mastercard,debit
C07560-K1,mastercard,debit
C07560-K2,mastercard,debit
C04446-K1,mastercard,credit
C08300-K1,mastercard,debit
C05650-K1,mastercard,debit
C01544-K1,mastercard,debit
C13152-K1,visa,debit
C09116-K1,mastercard,debit
C09116-K2,,
C11443-K1,visa,credit
C05152-K1,visa,debit
C03198-K1,visa,debit
C04172-K1,visa,credit
C04172-K2,,
C03593-K1,american express,credit
C08448-K1,visa,debit
C03908-K1,visa,debit
C13401-K1,mastercard,debit
C08334-K1,visa,debit
C12258-K1,visa,credit
C12258-K2,,
C02667-K1,visa,credit
C02889-K1,visa,credit
C12840-K1,visa,debit
C12762-K1,visa,debit
C05219-K1,american express,credit
C12006-K1,visa,credit
C03326-K1,visa,credit
C09713-K1,visa,debit
C09494-K1,visa,credit
C13041-K1,visa,debit
C13041-K2,,
C09391-K1,mastercard,debit
C11861-K1,mastercard,credit
C09056-K1,visa,debit
C07650-K1,visa,credit
C05893-K1,american express,credit
C06990-K1,mastercard,credit
C05712-K1,visa,credit
C12491-K1,visa,debit
C08566-K1,visa,debit
C05474-K1,mastercard,debit
C11346-K1,visa,debit
C12579-K1,american express,credit
C13065-K1,mastercard,credit
C06886-K1,visa,credit
C03709-K1,visa,debit
C06579-K1,visa,debit
C11384-K1,mastercard,debit
C05563-K1,visa,debit
C13031-K1,mastercard,credit
C10947-K1,mastercard,debit
C02191-K1,mastercard,debit
C09181-K1,mastercard,credit
C12012-K1,mastercard,debit
C06135-K1,visa,debit
C10845-K1,mastercard,credit
C11600-K1,visa,debit
C07694-K1,mastercard,debit
C04593-K1,visa,debit
C13302-K1,american express,credit
C09500-K1,mastercard,debit
C07017-K1,visa,credit
C02444-K1,american express,credit
C13524-K1,visa,debit
C11076-K1,visa,debit
C07341-K1,visa,debit
C08413-K1,visa,debit
C11657-K1,mastercard,debit
C11657-K2,mastercard,debit
C05455-K1,visa,debit
C01018-K1,visa,debit
C06707-K1,,
C02187-K1,visa,debit
C09684-K1,mastercard,debit
C00216-K1,visa,debit
C00357-K1,visa,debit
C09964-K1,mastercard,debit
C10990-K1,mastercard,credit
C00929-K1,visa,debit
C07439-K1,mastercard,debit
C04207-K1,visa,debit
C13388-K1,visa,credit
C10352-K1,visa,debit
C13500-K1,american express,credit
C03251-K1,mastercard,credit
C03251-K2,mastercard,credit
C03251-K3,,
C06131-K1,visa,credit
C03443-K1,mastercard,credit
C03443-K2,mastercard,credit
C03443-K3,,
C03510-K1,mastercard,credit
C05802-K1,mastercard,debit
C09949-K1,visa,debit
C07481-K1,visa,debit
C08852-K1,visa,debit
C02795-K1,mastercard,debit
C03890-K1,mastercard,credit
C03695-K1,visa,credit
C13190-K1,visa,credit
C13190-K2,,
C12686-K1,mastercard,credit
C07173-K1,visa,debit
C07173-K2,,
C11599-K1,visa,debit
C04339-K1,visa,credit
C01646-K1,mastercard,debit
C00263-K1,american express,credit
C12515-K1,visa,debit
C03432-K1,mastercard,debit
C03432-K2,mastercard,debit
C11446-K1,visa,debit
C03479-K1,american express,credit
C09461-K1,american express,credit
C00532-K1,american express,credit
C01175-K1,visa,debit
C10374-K1,mastercard,credit
C10238-K1,visa,debit
C08627-K1,mastercard,debit
C03158-K1,mastercard,debit
C11428-K1,visa,debit
C10552-K1,mastercard,debit
C10552-K2,,
C10259-K1,mastercard,credit
C09163-K1,visa,credit
C09430-K1,visa,debit
C09430-K2,,
C08720-K1,american express,credit
C09330-K1,visa,credit
C02023-K1,visa,credit
C03519-K1,mastercard,debit
C12416-K1,visa,debit
C12146-K1,mastercard,debit
C12146-K2,mastercard,debit
C01285-K1,visa,debit
C12009-K1,mastercard,debit
C01135-K1,visa,credit
C11101-K1,mastercard,credit
C02154-K1,visa,debit
C13503-K1,mastercard,debit
C13503-K2,mastercard,debit
C05343-K1,visa,debit
C13011-K1,mastercard,debit
C00906-K1,visa,debit
C13052-K1,mastercard,debit
C09966-K1,visa,debit
C01458-K1,visa,debit
C09022-K1,mastercard,credit
C08010-K1,visa,debit
C08010-K2,,
C06784-K1,visa,debit
C08854-K1,mastercard,debit
C12776-K1,visa,credit
C07082-K1,american express,credit
C02394-K1,american express,credit
C04077-K1,american express,credit
C13230-K1,mastercard,debit
C13230-K2,,
C11663-K1,mastercard,debit
C07727-K1,visa,debit
C03381-K1,visa,credit
C00767-K1,mastercard,credit
C00622-K1,visa,credit
C13070-K1,visa,credit
C07346-K1,visa,debit
C09600-K1,mastercard,debit
C03675-K1,visa,debit
C07473-K1,mastercard,debit
C06200-K1,mastercard,debit
C01820-K1,visa,debit
C03448-K1,mastercard,credit
C00756-K1,mastercard,credit
C02387-K1,mastercard,debit
C05161-K1,american express,credit
C08885-K1,mastercard,debit
C02045-K1,visa,debit
C09442-K1,american express,credit
C04170-K1,american express,credit
C11129-K1,mastercard,debit
C09769-K1,mastercard,debit
C05284-K1,visa,debit
C05284-K2,,
C11459-K1,mastercard,debit
C11459-K2,mastercard,debit
C00649-K1,american express,credit
C00214-K1,mastercard,debit
C00214-K2,mastercard,debit
C11562-K1,mastercard,credit
C00845-K1,visa,debit
C12141-K1,visa,debit
C01005-K1,visa,credit
C09929-K1,visa,debit
C09431-K1,visa,debit
C09431-K2,,
C01936-K1,mastercard,debit
C01936-K2,,
C00898-K1,visa,debit
C11633-K1,mastercard,credit
C11633-K2,mastercard,credit
C08689-K1,visa,credit
C07444-K1,visa,debit
C01147-K1,visa,debit
C09435-K1,visa,debit
C11996-K1,mastercard,credit
C11996-K2,,
C00280-K1,mastercard,debit
C00280-K2,,
C05367-K1,visa,debit
C02987-K1,american express,credit
C11792-K1,visa,credit
C09679-K1,visa,debit
C01169-K1,visa,debit
C06372-K1,mastercard,debit
C01035-K1,american express,credit
C02863-K1,visa,debit
C03943-K1,mastercard,debit
C06635-K1,visa,debit
C00733-K1,mastercard,debit
C11168-K1,american express,credit
C01426-K1,american express,credit
C02239-K1,visa,debit
C02239-K2,visa,debit
C11802-K1,visa,debit
C09829-K1,visa,debit
C04787-K1,visa,debit
C05605-K1,mastercard,debit
C11717-K1,mastercard,debit
C11717-K2,mastercard,debit
C09607-K1,visa,debit
C03796-K1,visa,credit
C12867-K1,mastercard,debit
C04166-K1,visa,debit
C00233-K1,mastercard,credit
C09337-K1,mastercard,credit
C01153-K1,american express,credit
C05147-K1,visa,credit
C02075-K1,american express,credit
C00073-K1,visa,debit
C00073-K2,,
C10573-K1,visa,debit
C12578-K1,visa,debit
C10085-K1,american express,credit
C06623-K1,mastercard,credit
C00589-K1,mastercard,debit
C02033-K1,american express,credit
C09919-K1,american express,credit
C11632-K1,mastercard,credit
C12198-K1,visa,credit
C11528-K1,visa,debit
C12545-K1,mastercard,debit
C02474-K1,visa,debit
C02474-K2,,
C10738-K1,visa,debit
C00940-K1,mastercard,debit
C05416-K1,visa,debit
C06185-K1,visa,debit
C03375-K1,visa,debit
C12983-K1,mastercard,credit
C12983-K2,mastercard,credit
C13253-K1,visa,debit
C13253-K2,,
C13037-K1,visa,credit
C00464-K1,visa,credit
C01482-K1,mastercard,credit
C05943-K1,mastercard,debit
C01863-K1,visa,debit
C01605-K1,mastercard,debit
C10889-K1,visa,debit
C10889-K2,visa,debit
C09880-K1,mastercard,debit
C00479-K1,visa,debit
C02793-K1,visa,debit
C01394-K1,visa,debit
C07511-K1,mastercard,credit
C06665-K1,visa,debit
C06665-K2,,
C09688-K1,,debit
C06407-K1,mastercard,debit
C03990-K1,visa,debit
C10401-K1,mastercard,debit
C02590-K1,visa,debit
C08304-K1,american express,credit
C03459-K1,mastercard,credit
C01034-K1,visa,debit
C00198-K1,visa,debit
C06354-K1,mastercard,debit
C06354-K2,,
C08383-K1,american express,credit
C02738-K1,visa,debit
C08303-K1,mastercard,debit
C09502-K1,american express,credit
C07757-K1,visa,debit
C11103-K1,mastercard,credit
C07961-K1,mastercard,debit
C02472-K1,american express,credit
C07513-K1,mastercard,debit
C10465-K1,visa,debit
C04356-K1,american express,credit
C09007-K1,visa,credit
C00797-K1,mastercard,credit
C09299-K1,visa,debit
C09299-K2,,
C12877-K1,mastercard,debit
C05797-K1,american express,credit
C02087-K1,visa,debit
C02087-K2,visa,debit
C01898-K1,visa,credit
C05948-K1,visa,debit
C02460-K1,mastercard,debit
C02460-K2,mastercard,debit
C07348-K1,visa,debit
C11610-K1,mastercard,debit
C04066-K1,visa,debit
C05552-K1,visa,debit
C13137-K1,mastercard,debit
C04322-K1,american express,credit
C09315-K1,visa,credit
C04422-K1,visa,credit
C00477-K1,visa,credit
C00477-K2,visa,debit
C00731-K1,mastercard,debit
C02131-K1,american express,credit
C01581-K1,mastercard,credit
C02628-K1,mastercard,debit
C02628-K2,,
C11307-K1,mastercard,debit
C11307-K2,mastercard,debit
C12022-K1,mastercard,credit
C02222-K1,visa,credit
C09290-K1,visa,debit
C06275-K1,visa,credit
C12772-K1,visa,debit
C05297-K1,visa,credit
C08455-K1,visa,debit
C04366-K1,visa,debit
C01733-K1,mastercard,credit
C00904-K1,mastercard,credit
C13140-K1,visa,credit
C13021-K1,mastercard,debit
C02811-K1,visa,debit
C03804-K1,visa,credit
C12994-K1,mastercard,credit
C01300-K1,mastercard,debit
C01300-K2,,
C11388-K1,american express,credit
C06797-K1,mastercard,debit
C02899-K1,visa,credit
C07224-K1,visa,debit
C03304-K1,visa,debit
C10723-K1,visa,debit
C00393-K1,visa,credit
C10615-K1,american express,credit
C10617-K1,visa,debit
C01609-K1,visa,credit
C12195-K1,mastercard,debit
C07882-K1,visa,credit
C04581-K1,visa,credit
C06362-K1,visa,credit
C07607-K1,visa,debit
C07607-K2,visa,debit
C01060-K1,visa,debit
C13170-K1,mastercard,debit
C01994-K1,visa,debit
C05957-K1,visa,debit
C05957-K2,,
C09235-K1,mastercard,debit
C09235-K2,mastercard,debit
C01986-K1,visa,debit
C01727-K1,visa,debit
C01727-K2,,
C05490-K1,visa,credit
C10809-K1,mastercard,debit
C06286-K1,visa,debit
C08167-K1,visa,debit
C01434-K1,mastercard,credit
C06778-K1,visa,debit
C02812-K1,visa,debit
C02812-K2,,
C00905-K1,mastercard,debit
C03871-K1,american express,credit
C09695-K1,visa,debit
C11462-K1,visa,debit
C10153-K1,mastercard,debit
C10153-K2,mastercard,debit
C11471-K1,visa,debit
C12902-K1,visa,debit
C12902-K2,,
C04098-K1,mastercard,debit
C08367-K1,visa,debit
C09942-K1,visa,credit
C10875-K1,visa,debit
C04252-K1,visa,debit
C04648-K1,visa,credit
C00657-K1,visa,debit
C00124-K1,visa,credit
C01723-K1,visa,debit
C06308-K1,mastercard,credit
C05648-K1,visa,debit
C04936-K1,mastercard,credit
C04521-K1,american express,credit
C04566-K1,visa,debit
C11191-K1,mastercard,debit
C04814-K1,mastercard,credit
C05484-K1,visa,debit
C04360-K1,visa,debit
C10131-K1,visa,debit
C13543-K1,mastercard,credit
C09606-K1,american express,credit
C06341-K1,visa,credit
C09725-K1,mastercard,debit
C03036-K1,visa,debit
C06108-K1,mastercard,debit
C07551-K1,visa,debit
C11192-K1,visa,debit
C04796-K1,american express,credit
C08993-K1,visa,debit
C09757-K1,visa,debit
C11131-K1,american express,credit
C05221-K1,mastercard,debit
C11770-K1,visa,credit
C09198-K1,visa,debit
C10983-K1,visa,debit
C07067-K1,visa,debit
C12383-K1,mastercard,debit
C00606-K1,visa,credit
C01619-K1,mastercard,credit
C01619-K2,mastercard,credit
C05554-K1,american express,credit
C07975-K1,american express,credit
C05773-K1,american express,credit
C03298-K1,mastercard,debit
C11840-K1,visa,credit
C08150-K1,visa,credit
C02446-K1,visa,debit
C03980-K1,visa,debit
C11750-K1,visa,debit
C02967-K1,visa,debit
C05234-K1,american express,credit
C02582-K1,american express,credit
C09051-K1,visa,debit
C09051-K2,,
C07001-K1,mastercard,debit
C09625-K1,visa,debit
C01690-K1,mastercard,debit
C03228-K1,american express,credit
C00914-K1,visa,credit
C00807-K1,visa,debit
C08797-K1,visa,debit
C00828-K1,visa,credit
C13183-K1,mastercard,debit
C03964-K1,mastercard,debit
C02188-K1,american express,credit
C09151-K1,visa,credit
C13124-K1,american express,credit
C03223-K1,visa,debit
C06900-K1,mastercard,debit
C06737-K1,visa,debit
C10145-K1,visa,debit
C13204-K1,mastercard,credit
C09035-K1,mastercard,debit
C12905-K1,visa,credit
C05728-K1,mastercard,debit
C12451-K1,visa,debit
C04556-K1,visa,credit
C04556-K2,visa,credit
C10964-K1,visa,debit
C13505-K1,mastercard,debit
C10063-K1,visa,debit
C10287-K1,visa,debit
C10088-K1,visa,credit
C10088-K2,visa,debit
C07732-K1,visa,credit
C09708-K1,american express,credit
C01566-K1,visa,credit
C05861-K1,visa,debit
C08310-K1,american express,credit
C04195-K1,american express,credit
C02908-K1,mastercard,debit
C07887-K1,visa,debit
C07887-K2,,
C02341-K1,visa,debit
C13100-K1,visa,debit
C09038-K1,visa,debit
C10574-K1,visa,debit
C11526-K1,visa,debit
C01123-K1,visa,debit
C07885-K1,mastercard,debit
C07885-K2,mastercard,debit
C09478-K1,visa,debit
C11430-K1,mastercard,debit
C03446-K1,visa,debit
C01237-K1,visa,debit
C05600-K1,american express,credit
C13243-K1,mastercard,debit
C02504-K1,mastercard,debit
C00922-K1,visa,debit
C03981-K1,mastercard,debit
C04176-K1,visa,debit
C01494-K1,american express,credit
C10525-K1,visa,debit
C09842-K1,visa,debit
C01823-K1,mastercard,credit
C00156-K1,mastercard,debit
C00156-K2,mastercard,debit
C01137-K1,american express,credit
C05260-K1,visa,debit
C03123-K1,visa,credit
C00430-K1,mastercard,debit
C00851-K1,mastercard,debit
C10531-K1,visa,debit
C12001-K1,visa,credit
C12001-K2,visa,credit
C11440-K1,visa,credit
C02042-K1,visa,debit
C00787-K1,visa,credit
C04395-K1,visa,debit
C06111-K1,visa,debit
C10187-K1,mastercard,debit
C04795-K1,mastercard,credit
C01777-K1,visa,debit
C03821-K1,visa,credit
C02818-K1,visa,credit
C09202-K1,visa,debit
C03881-K1,visa,debit
C12291-K1,mastercard,debit
C11232-K1,mastercard,debit
C11865-K1,visa,credit
C08815-K1,visa,debit
C06794-K1,visa,debit
C09106-K1,mastercard,debit
C08638-K1,visa,credit
C11624-K1,visa,debit
C06149-K1,visa,debit
C00410-K1,visa,debit
C01881-K1,visa,debit
C09583-K1,american express,credit
C02751-K1,visa,debit
C10879-K1,visa,credit
C08161-K1,visa,debit
C01547-K1,mastercard,debit
C01070-K1,visa,debit
C00353-K1,american express,credit
C00460-K1,mastercard,debit
C12066-K1,visa,debit
C06402-K1,mastercard,debit
C03484-K1,american express,credit
C05233-K1,mastercard,debit
C11026-K1,mastercard,debit
C11198-K1,visa,debit
C05410-K1,mastercard,debit
C06469-K1,visa,credit
C06469-K2,visa,credit
C06469-K3,visa,credit
C06469-K4,visa,credit
C05868-K1,american express,credit
C12448-K1,american express,credit
C10132-K1,mastercard,credit
C05372-K1,mastercard,debit
C07159-K1,visa,credit
C13143-K1,visa,debit
C11541-K1,american express,credit
C05680-K1,mastercard,debit
C05680-K2,mastercard,credit
C02718-K1,visa,debit
C01030-K1,visa,debit
C01464-K1,visa,debit
C10171-K1,visa,debit
C01144-K1,visa,credit
C01403-K1,visa,credit
C05556-K1,visa,debit
C06103-K1,visa,debit
C06210-K1,mastercard,credit
C01197-K1,mastercard,debit
C08559-K1,visa,debit
C04940-K1,visa,debit
C08679-K1,visa,credit
C06712-K1,mastercard,debit
C02315-K1,visa,debit
C02560-K1,american express,credit
C10113-K1,visa,debit
C10113-K2,visa,debit
C05584-K1,visa,credit
C03279-K1,american express,credit
C10501-K1,american express,credit
C05046-K1,visa,debit
C05046-K2,visa,debit
C03872-K1,mastercard,credit
C02377-K1,mastercard,credit
C04804-K1,visa,debit
C02101-K1,mastercard,debit
C07281-K1,visa,debit
C08998-K1,visa,debit
C08998-K2,visa,debit
C09629-K1,visa,debit
C09993-K1,mastercard,debit
C12453-K1,visa,credit
C09206-K1,visa,credit
C09206-K2,visa,credit
C09206-K3,,
C09206-K4,visa,credit
C07755-K1,american express,credit
C12732-K1,visa,debit
C09712-K1,mastercard,debit
C03538-K1,mastercard,debit
C07352-K1,visa,debit
C01383-K1,visa,credit
C10862-K1,visa,debit
C00267-K1,visa,debit
C03885-K1,visa,credit
C11508-K1,mastercard,debit
C11508-K2,mastercard,debit
C04160-K1,visa,credit
C02438-K1,visa,debit
C07782-K1,american express,credit
C00796-K1,visa,credit
C08776-K1,american express,credit
C09997-K1,visa,debit
C05264-K1,mastercard,debit
C07676-K1,visa,debit
C00860-K1,visa,debit
C01760-K1,visa,debit
C02073-K1,visa,credit
C09347-K1,visa,debit
C13270-K1,american express,credit
C01548-K1,visa,debit
C10716-K1,mastercard,debit
C07459-K1,mastercard,debit
C12002-K1,american express,credit
C04540-K1,mastercard,debit
C08817-K1,mastercard,debit
C06446-K1,visa,debit
C03018-K1,american express,credit
C08830-K1,american express,credit
C01460-K1,visa,debit
C09665-K1,american express,credit
C06116-K1,visa,debit
C07225-K1,visa,credit
C01472-K1,american express,credit
C10736-K1,visa,debit
C03991-K1,visa,debit
C12861-K1,visa,debit
C13489-K1,mastercard,debit
C11932-K1,visa,debit
C02850-K1,visa,credit
C08760-K1,visa,debit
C12774-K1,visa,debit
C07717-K1,mastercard,credit
C10966-K1,visa,credit
C12184-K1,mastercard,debit
C12184-K2,mastercard,debit
C12184-K3,mastercard,debit
C05611-K1,visa,credit
C10971-K1,american express,credit
C09672-K1,american express,credit
C12940-K1,visa,debit
C09063-K1,visa,debit
C09338-K1,visa,debit
C06389-K1,visa,credit
C06389-K2,visa,credit
C00539-K1,mastercard,credit
C08348-K1,visa,credit
C01131-K1,visa,debit
C11879-K1,mastercard,credit
C08239-K1,mastercard,debit
C08239-K2,mastercard,debit
C10444-K1,visa,debit
C03755-K1,visa,debit
C01585-K1,mastercard,credit
C08361-K1,visa,credit
C02993-K1,visa,debit
C07464-K1,visa,debit
C00164-K1,visa,credit
C00164-K2,,
C09830-K1,visa,credit
C00019-K1,mastercard,debit
C00716-K1,mastercard,debit
C10734-K1,visa,debit
C13398-K1,mastercard,debit
C05822-K1,visa,credit
C02840-K1,mastercard,debit
C06247-K1,visa,credit
C11221-K1,mastercard,debit
C11221-K2,mastercard,debit
C09297-K1,visa,debit
C12139-K1,mastercard,debit
C08323-K1,visa,credit
C13255-K1,american express,credit
C01358-K1,visa,debit
C10321-K1,american express,credit
C12034-K1,mastercard,debit
C08782-K1,visa,debit
C02919-K1,visa,debit
C06876-K1,visa,debit
C09822-K1,visa,credit
C04033-K1,visa,charge card
C04033-K2,visa,credit
C04033-K3,visa,credit
C05734-K1,mastercard,debit
C11341-K1,visa,debit
C00135-K1,visa,debit
C10644-K1,mastercard,debit
C02209-K1,visa,debit
C02343-K1,visa,debit
C13262-K1,visa,credit
C11157-K1,visa,debit
C13244-K1,visa,debit
C05369-K1,mastercard,debit
C05369-K2,mastercard,debit
C00244-K1,visa,debit
C00857-K1,visa,credit
C00857-K2,visa,credit
C09924-K1,mastercard,debit
C09924-K2,mastercard,debit
C09514-K1,visa,credit
C03914-K1,mastercard,debit
C01890-K1,visa,credit
C05439-K1,mastercard,debit
C13370-K1,visa,credit
C06465-K1,visa,credit
C06244-K1,american express,credit
C08152-K1,mastercard,credit
C10149-K1,mastercard,debit
C10149-K2,mastercard,debit
C04343-K1,visa,credit
C13272-K1,mastercard,debit
C13315-K1,visa,debit
C00538-K1,visa,debit
C05684-K1,mastercard,credit
C00008-K1,mastercard,debit
C00008-K2,,
C12243-K1,visa,debit
C11940-K1,visa,debit
C12150-K1,american express,credit
C11617-K1,visa,debit
C04601-K1,mastercard,credit
C04601-K2,mastercard,debit
C10183-K1,visa,debit
C08343-K1,visa,debit
C10840-K1,american express,credit
C01801-K1,mastercard,credit
C10781-K1,visa,debit
C01352-K1,visa,debit
C06922-K1,american express,credit
C12348-K1,american express,credit
C04131-K1,mastercard,credit
C04131-K2,mastercard,debit
C09259-K1,american express,credit
C02068-K1,visa,debit
C12632-K1,visa,debit
C05624-K1,american express,credit
C05331-K1,visa,debit
C09674-K1,visa,credit
C05351-K1,visa,credit
C05351-K2,visa,credit
C01241-K1,mastercard,debit
C01689-K1,visa,credit
C11148-K1,mastercard,debit
C02218-K1,mastercard,debit
C06070-K1,mastercard,credit
C06070-K2,mastercard,credit
C09179-K1,visa,debit
C01709-K1,visa,debit
C06368-K1,visa,debit
C01059-K1,visa,credit
C05026-K1,visa,credit
C06309-K1,visa,debit
C13182-K1,mastercard,credit
C10177-K1,american express,credit
C09399-K1,mastercard,debit
C11386-K1,visa,debit
C00800-K1,visa,debit
C04866-K1,mastercard,debit
C05621-K1,visa,debit
C04668-K1,visa,debit
C03661-K1,mastercard,debit
C13057-K1,visa,debit
C05355-K1,mastercard,debit
C07703-K1,visa,debit
C07703-K2,,
C10168-K1,visa,credit
C00436-K1,american express,credit
C08371-K1,visa,credit
C12458-K1,mastercard,credit
C05048-K1,visa,debit
C04852-K1,visa,debit
C02353-K1,visa,debit
C10871-K1,american express,credit
C04952-K1,mastercard,debit
C08159-K1,visa,credit
C05790-K1,american express,credit
C00451-K1,visa,credit
C08389-K1,visa,credit
C07561-K1,american express,credit
C09533-K1,mastercard,credit
C10402-K1,american express,credit
C09203-K1,mastercard,credit
C02111-K1,visa,credit
C09537-K1,visa,debit
C00330-K1,american express,credit
C09352-K1,visa,debit
C04681-K1,mastercard,debit
C04300-K1,visa,debit
C09448-K1,mastercard,credit
